"Index","BookNumber","BookName","BookShortName","ChaptersCount","CaptionsCountTotal","CaptionsCountPerChapter","VersesCountTotal","VersesCountPerChapter"
0,48,"Galater","Gal",6,0,"",170,"1:33|2:23|3:31|4:34|5:28|6:21"
